gameorder,game_id,lg_id,_iscopy,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes
77,194612070BOS,NBA,0,1947,12/7/1946,16,0,BOS,Celtics,65,1229.3071,1210.9467,31.817047,NYK,Knicks,90,1340.9235,1359.2839,H,L,0.48328897,
77,194612070BOS,NBA,1,1947,12/7/1946,15,0,NYK,Knicks,90,1340.9235,1359.2839,47.171368,BOS,Celtics,65,1229.3071,1210.9467,A,W,0.516711,
78,194612070CHS,NBA,0,1947,12/7/1946,17,0,CHS,Stags,86,1306.269,1312.6069,42.321953,CLR,Rebels,78,1316.7987,1310.4608,H,W,0.6259855,
78,194612070CHS,NBA,1,1947,12/7/1946,12,0,CLR,Rebels,78,1316.7987,1310.4608,42.097031,CHS,Stags,86,1306.269,1312.6069,A,L,0.3740145,
79,194612070PRO,NBA,0,1947,12/7/1946,15,0,PRO,Steamrollers,59,1270.5713,1256.0878,36.413086,TRH,Huskies,68,1247.1405,1261.624,H,L,0.67051709,
79,194612070PRO,NBA,1,1947,12/7/1946,15,0,TRH,Huskies,68,1247.1405,1261.624,36.987415,PRO,Steamrollers,59,1270.5713,1256.0878,A,W,0.32948291,
80,194612070STB,NBA,0,1947,12/7/1946,15,0,STB,Bombers,47,1351.3506,1334.5652,44.61631,PHW,Warriors,57,1296.8409,1313.6263,H,L,0.7087723,
80,194612070STB,NBA,1,1947,12/7/1946,10,0,PHW,Warriors,57,1296.8409,1313.6263,42.428764,STB,Bombers,47,1351.3506,1334.5652,A,W,0.2912277,
81,194612070WSC,NBA,1,1947,12/7/1946,17,0,DTF,Falcons,64,1326.027,1320.2988,43.127346,WSC,Capitols,75,1379.8049,1385.5331,A,L,0.29209787,
81,194612070WSC,NBA,0,1947,12/7/1946,14,0,WSC,Capitols,75,1379.8049,1385.5331,49.831516,DTF,Falcons,64,1326.027,1320.2988,H,W,0.70790213,
82,194612080CLR,NBA,1,1947,12/8/1946,11,0,PHW,Warriors,66,1313.6263,1308.3997,41.880951,CLR,Rebels,72,1310.4608,1315.6875,A,L,0.36414367,
82,194612080CLR,NBA,0,1947,12/8/1946,13,0,CLR,Rebels,72,1310.4608,1315.6875,42.644665,PHW,Warriors,66,1313.6263,1308.3997,H,W,0.63585633,
83,194612080NYK,NBA,1,1947,12/8/1946,17,0,BOS,Celtics,44,1210.9467,1206.0377,31.329351,NYK,Knicks,62,1359.2839,1364.1929,A,L,0.19316971,
83,194612080NYK,NBA,0,1947,12/8/1946,16,0,NYK,Knicks,62,1359.2839,1364.1929,47.673653,BOS,Celtics,44,1210.9467,1206.0377,H,W,0.80683029,
84,194612090PIT,NBA,0,1947,12/9/1946,17,0,PIT,Ironmen,58,1234.9664,1225.3917,33.267609,DTF,Falcons,66,1320.2988,1329.8735,H,L,0.52109587,
84,194612090PIT,NBA,1,1947,12/9/1946,18,0,DTF,Falcons,66,1320.2988,1329.8735,44.127514,PIT,Ironmen,58,1234.9664,1225.3917,A,W,0.47890413,
85,194612100CLR,NBA,1,1947,12/10/1946,16,0,STB,Bombers,62,1334.5652,1339.8789,45.168663,CLR,Rebels,61,1315.6875,1310.3738,A,W,0.38533187,
85,194612100CLR,NBA,0,1947,12/10/1946,14,0,CLR,Rebels,61,1315.6875,1310.3738,42.087906,STB,Bombers,62,1334.5652,1339.8789,H,L,0.61466813,
86,194612100TRH,NBA,1,1947,12/10/1946,12,0,PHW,Warriors,85,1308.3997,1322.4008,43.347172,TRH,Huskies,73,1261.624,1247.6229,A,W,0.42399758,
86,194612100TRH,NBA,0,1947,12/10/1946,16,0,TRH,Huskies,73,1261.624,1247.6229,35.538528,PHW,Warriors,85,1308.3997,1322.4008,H,L,0.57600242,
87,194612110CHS,NBA,1,1947,12/11/1946,15,0,CLR,Rebels,79,1310.3738,1303.9496,41.41428,CHS,Stags,88,1312.6069,1319.0311,A,L,0.35697877,
87,194612110CHS,NBA,0,1947,12/11/1946,18,0,CHS,Stags,88,1312.6069,1319.0311,42.994705,CLR,Rebels,79,1310.3738,1303.9496,H,W,0.64302123,
88,194612110NYK,NBA,1,1947,12/11/1946,16,0,PRO,Steamrollers,68,1256.0878,1250.736,35.859612,NYK,Knicks,83,1364.1929,1369.5447,A,L,0.23184025,
88,194612110NYK,NBA,0,1947,12/11/1946,17,0,NYK,Knicks,83,1364.1929,1369.5447,48.21891,PRO,Steamrollers,68,1256.0878,1250.736,H,W,0.76815975,
89,194612110WSC,NBA,1,1947,12/11/1946,19,0,DTF,Falcons,66,1329.8735,1322.9327,43.402786,WSC,Capitols,81,1385.5331,1392.4739,A,L,0.28986323,
89,194612110WSC,NBA,0,1947,12/11/1946,15,0,WSC,Capitols,81,1385.5331,1392.4739,50.523075,DTF,Falcons,66,1329.8735,1322.9327,H,W,0.71013677,
90,194612120BOS,NBA,1,1947,12/12/1946,20,0,DTF,Falcons,66,1322.9327,1313.9904,42.4669,BOS,Celtics,73,1206.0377,1214.9801,A,L,0.52429473,
90,194612120BOS,NBA,0,1947,12/12/1946,18,0,BOS,Celtics,73,1206.0377,1214.9801,32.21983,DTF,Falcons,66,1322.9327,1313.9904,H,W,0.47570527,
91,194612120GSW,NBA,1,1947,12/12/1946,16,0,WSC,Capitols,64,1392.4739,1407.4528,51.995701,PHW,Warriors,49,1322.4008,1307.4219,A,W,0.45703799,
91,194612120GSW,NBA,0,1947,12/12/1946,13,0,PHW,Warriors,49,1322.4008,1307.4219,41.778427,WSC,Capitols,64,1392.4739,1407.4528,H,L,0.54296201,
92,194612120STB,NBA,1,1947,12/12/1946,19,0,CHS,Stags,88,1319.0311,1343.2291,45.516144,STB,Bombers,68,1339.8789,1315.6809,A,W,0.33277613,
92,194612120STB,NBA,0,1947,12/12/1946,17,0,STB,Bombers,68,1339.8789,1315.6809,42.643974,CHS,Stags,88,1319.0311,1343.2291,H,L,0.66722387,
93,194612130TRH,NBA,1,1947,12/13/1946,18,0,PIT,Ironmen,62,1225.3917,1240.7815,34.835339,TRH,Huskies,52,1247.6229,1232.2332,A,W,0.33101028,
93,194612130TRH,NBA,0,1947,12/13/1946,17,0,TRH,Huskies,52,1247.6229,1232.2332,33.961941,PIT,Ironmen,62,1225.3917,1240.7815,H,L,0.66898972,
94,194612140BOS,NBA,0,1947,12/14/1946,19,0,BOS,Celtics,77,1214.9801,1226.2948,33.359005,PHW,Warriors,65,1307.4219,1296.1072,H,W,0.51087546,
94,194612140BOS,NBA,1,1947,12/14/1946,14,0,PHW,Warriors,65,1307.4219,1296.1072,40.591675,BOS,Celtics,77,1214.9801,1226.2948,A,L,0.48912454,
95,194612140PRO,NBA,0,1947,12/14/1946,17,0,PRO,Steamrollers,81,1250.736,1262.4368,37.071869,DTF,Falcons,66,1313.9904,1302.2896,H,W,0.5526849,
95,194612140PRO,NBA,1,1947,12/14/1946,21,0,DTF,Falcons,66,1313.9904,1302.2896,41.240162,PRO,Steamrollers,81,1250.736,1262.4368,A,L,0.4473151,
96,194612140WSC,NBA,1,1947,12/14/1946,16,0,CLR,Rebels,52,1303.9496,1297.2839,40.715103,WSC,Capitols,72,1407.4528,1414.1184,A,L,0.23659146,
96,194612140WSC,NBA,0,1947,12/14/1946,17,0,WSC,Capitols,72,1407.4528,1414.1184,52.64159,CLR,Rebels,52,1303.9496,1297.2839,H,W,0.76340854,
97,194612150CHS,NBA,0,1947,12/15/1946,20,0,CHS,Stags,84,1343.2291,1347.2114,45.928326,PIT,Ironmen,75,1240.7815,1236.7992,H,W,0.76230931,
97,194612150CHS,NBA,1,1947,12/15/1946,19,0,PIT,Ironmen,75,1240.7815,1236.7992,34.427696,CHS,Stags,84,1343.2291,1347.2114,A,L,0.23769069,
98,194612150CLR,NBA,1,1947,12/15/1946,18,0,NYK,Knicks,52,1369.5447,1355.8319,46.817009,CLR,Rebels,70,1297.2839,1310.9967,A,L,0.46016461,
98,194612150CLR,NBA,0,1947,12/15/1946,17,0,CLR,Rebels,70,1297.2839,1310.9967,42.153202,NYK,Knicks,52,1369.5447,1355.8319,H,W,0.53983539,
99,194612150STB,NBA,0,1947,12/15/1946,18,0,STB,Bombers,46,1315.6809,1304.6824,41.491138,TRH,Huskies,50,1232.2332,1243.2317,H,L,0.74192733,
99,194612150STB,NBA,1,1947,12/15/1946,18,0,TRH,Huskies,50,1232.2332,1243.2317,35.086777,STB,Bombers,46,1315.6809,1304.6824,A,W,0.25807267,
100,194612160PIT,NBA,0,1947,12/16/1946,20,0,PIT,Ironmen,55,1236.7992,1224.4557,33.172958,STB,Bombers,66,1304.6824,1317.0259,H,L,0.54608864,
